component_id,lot_id,hour,parameter_name,value,is_defective
C_00008,LOT_000,24,prop_delay_ns,6.0244,True
C_00008,LOT_000,96,prop_delay_ns,8.0073,True
C_00008,LOT_000,168,prop_delay_ns,9.4113,True
C_00009,LOT_000,0,leakage_ua,11.0942,False
C_00009,LOT_000,24,leakage_ua,10.9967,False
C_00009,LOT_000,96,leakage_ua,11.307,False
C_00009,LOT_000,168,leakage_ua,12.2361,False
C_00009,LOT_000,0,iddq_ua,24.8486,False
C_00009,LOT_000,24,iddq_ua,23.821,False
C_00009,LOT_000,96,iddq_ua,24.1787,False
C_00009,LOT_000,168,iddq_ua,25.0968,False
C_00009,LOT_000,0,prop_delay_ns,4.8214,False
C_00009,LOT_000,24,prop_delay_ns,4.954,False
C_00009,LOT_000,96,prop_delay_ns,4.8824,False
C_00009,LOT_000,168,prop_delay_ns,4.9791,False
C_00010,LOT_000,0,leakage_ua,10.1538,False
C_00010,LOT_000,24,leakage_ua,10.3862,False
C_00010,LOT_000,96,leakage_ua,10.8365,False
C_00010,LOT_000,168,leakage_ua,10.5198,False
C_00010,LOT_000,0,iddq_ua,22.3599,False
C_00010,LOT_000,24,iddq_ua,22.3357,False
C_00010,LOT_000,96,iddq_ua,22.9016,False
C_00010,LOT_000,168,iddq_ua,22.3956,False
C_00010,LOT_000,0,prop_delay_ns,4.717,False
C_00010,LOT_000,24,prop_delay_ns,4.6288,False
C_00010,LOT_000,96,prop_delay_ns,4.7941,False
C_00010,LOT_000,168,prop_delay_ns,4.8512,False
C_00011,LOT_000,0,leakage_ua,11.1954,False
C_00011,LOT_000,24,leakage_ua,11.5358,False
C_00011,LOT_000,96,leakage_ua,11.9676,False
C_00011,LOT_000,168,leakage_ua,12.3433,False
C_00011,LOT_000,0,iddq_ua,20.8548,False
C_00011,LOT_000,24,iddq_ua,20.6383,False
C_00011,LOT_000,96,iddq_ua,21.0532,False
C_00011,LOT_000,168,iddq_ua,21.0397,False
C_00011,LOT_000,0,prop_delay_ns,5.0852,False
C_00011,LOT_000,24,prop_delay_ns,4.7723,False
C_00011,LOT_000,96,prop_delay_ns,4.8279,False
C_00011,LOT_000,168,prop_delay_ns,5.1437,False
C_00012,LOT_000,0,leakage_ua,9.9702,False
C_00012,LOT_000,24,leakage_ua,9.569,False
C_00012,LOT_000,96,leakage_ua,9.9076,False
C_00012,LOT_000,168,leakage_ua,10.2544,False
C_00012,LOT_000,0,iddq_ua,21.8335,False
C_00012,LOT_000,24,iddq_ua,22.5284,False
C_00012,LOT_000,96,iddq_ua,22.7373,False
C_00012,LOT_000,168,iddq_ua,23.1134,False
C_00012,LOT_000,0,prop_delay_ns,4.7565,False
C_00012,LOT_000,24,prop_delay_ns,4.813,False
C_00012,LOT_000,96,prop_delay_ns,4.8531,False
C_00012,LOT_000,168,prop_delay_ns,4.903,False
C_00013,LOT_000,0,leakage_ua,10.8949,False
C_00013,LOT_000,24,leakage_ua,10.7956,False
C_00013,LOT_000,96,leakage_ua,10.7957,False
C_00013,LOT_000,168,leakage_ua,10.9076,False
C_00013,LOT_000,0,iddq_ua,22.6258,False
C_00013,LOT_000,24,iddq_ua,24.1547,False
C_00013,LOT_000,96,iddq_ua,24.2643,False
C_00013,LOT_000,168,iddq_ua,23.7583,False
C_00013,LOT_000,0,prop_delay_ns,4.7386,False
C_00013,LOT_000,24,prop_delay_ns,4.7923,False
C_00013,LOT_000,96,prop_delay_ns,4.8427,False
C_00013,LOT_000,168,prop_delay_ns,4.9331,False
C_00014,LOT_000,0,leakage_ua,8.8213,False
C_00014,LOT_000,24,leakage_ua,8.8334,False
C_00014,LOT_000,96,leakage_ua,8.7974,False
C_00014,LOT_000,168,leakage_ua,9.3214,False
C_00014,LOT_000,0,iddq_ua,23.9891,False
C_00014,LOT_000,24,iddq_ua,24.261,False
C_00014,LOT_000,96,iddq_ua,23.9536,False
C_00014,LOT_000,168,iddq_ua,24.4184,False
C_00014,LOT_000,0,prop_delay_ns,5.4124,False
C_00014,LOT_000,24,prop_delay_ns,5.3761,False
C_00014,LOT_000,96,prop_delay_ns,5.5896,False
C_00014,LOT_000,168,prop_delay_ns,5.5123,False
C_00015,LOT_000,0,leakage_ua,10.3827,False
C_00015,LOT_000,24,leakage_ua,10.098,False
C_00015,LOT_000,96,leakage_ua,10.7481,False
C_00015,LOT_000,168,leakage_ua,10.7419,False
C_00015,LOT_000,0,iddq_ua,23.7599,False
C_00015,LOT_000,24,iddq_ua,22.9924,False
C_00015,LOT_000,96,iddq_ua,24.0705,False
C_00015,LOT_000,168,iddq_ua,23.8094,False
C_00015,LOT_000,0,prop_delay_ns,4.6863,False
C_00015,LOT_000,24,prop_delay_ns,4.7074,False
C_00015,LOT_000,96,prop_delay_ns,4.8994,False
C_00015,LOT_000,168,prop_delay_ns,4.8549,False
C_00016,LOT_000,0,leakage_ua,10.0758,False
C_00016,LOT_000,24,leakage_ua,10.8834,False
C_00016,LOT_000,96,leakage_ua,11.2496,False
C_00016,LOT_000,168,leakage_ua,11.6395,False
C_00016,LOT_000,0,iddq_ua,24.2855,False
C_00016,LOT_000,24,iddq_ua,23.3762,False
C_00016,LOT_000,96,iddq_ua,25.0043,False
C_00016,LOT_000,168,iddq_ua,24.5829,False
C_00016,LOT_000,0,prop_delay_ns,5.2646,False
C_00016,LOT_000,24,prop_delay_ns,5.2094,False
C_00016,LOT_000,96,prop_delay_ns,5.2656,False
C_00016,LOT_000,168,prop_delay_ns,5.3144,False
C_00017,LOT_000,0,leakage_ua,10.4793,False
C_00017,LOT_000,24,leakage_ua,10.1978,False
C_00017,LOT_000,96,leakage_ua,10.6159,False
C_00017,LOT_000,168,leakage_ua,11.1191,False
C_00017,LOT_000,0,iddq_ua,21.2569,False
C_00017,LOT_000,24,iddq_ua,21.0775,False
C_00017,LOT_000,96,iddq_ua,21.831,False
C_00017,LOT_000,168,iddq_ua,21.7729,False
C_00017,LOT_000,0,prop_delay_ns,5.1319,False
C_00017,LOT_000,24,prop_delay_ns,4.9899,False
C_00017,LOT_000,96,prop_delay_ns,5.4402,False
C_00017,LOT_000,168,prop_delay_ns,5.2908,False
C_00018,LOT_000,0,leakage_ua,10.8221,True
C_00018,LOT_000,24,leakage_ua,13.9774,True
C_00018,LOT_000,96,leakage_ua,19.0153,True
C_00018,LOT_000,168,leakage_ua,22.6772,True
C_00018,LOT_000,0,iddq_ua,22.2669,True
C_00018,LOT_000,24,iddq_ua,26.7993,True
C_00018,LOT_000,96,iddq_ua,32.9346,True
C_00018,LOT_000,168,iddq_ua,36.9735,True
C_00018,LOT_000,0,prop_delay_ns,4.9984,True
C_00018,LOT_000,24,prop_delay_ns,5.71,True
C_00018,LOT_000,96,prop_delay_ns,7.2705,True
C_00018,LOT_000,168,prop_delay_ns,8.5196,True
C_00019,LOT_000,0,leakage_ua,10.097,False
C_00019,LOT_000,24,leakage_ua,10.4638,False
C_00019,LOT_000,96,leakage_ua,10.1729,False
C_00019,LOT_000,168,leakage_ua,10.5283,False
C_00019,LOT_000,0,iddq_ua,20.233,False
C_00019,LOT_000,24,iddq_ua,19.906,False
C_00019,LOT_000,96,iddq_ua,20.2009,False
C_00019,LOT_000,168,iddq_ua,20.6267,False
C_00019,LOT_000,0,prop_delay_ns,5.2856,False
C_00019,LOT_000,24,prop_delay_ns,5.472,False
C_00019,LOT_000,96,prop_delay_ns,5.3973,False
C_00019,LOT_000,168,prop_delay_ns,5.3463,False
C_00020,LOT_000,0,leakage_ua,9.5967,False
C_00020,LOT_000,24,leakage_ua,9.871,False
C_00020,LOT_000,96,leakage_ua,9.4468,False
C_00020,LOT_000,168,leakage_ua,9.9059,False
C_00020,LOT_000,0,iddq_ua,19.7628,False
C_00020,LOT_000,24,iddq_ua,21.1516,False
C_00020,LOT_000,96,iddq_ua,20.8307,False
C_00020,LOT_000,168,iddq_ua,21.0716,False
C_00020,LOT_000,0,prop_delay_ns,4.573,False
C_00020,LOT_000,24,prop_delay_ns,4.6482,False
C_00020,LOT_000,96,prop_delay_ns,4.7011,False
C_00020,LOT_000,168,prop_delay_ns,4.8292,False
C_00021,LOT_000,0,leakage_ua,9.6577,False
C_00021,LOT_000,24,leakage_ua,9.7475,False
C_00021,LOT_000,96,leakage_ua,10.0152,False
C_00021,LOT_000,168,leakage_ua,10.3849,False
C_00021,LOT_000,0,iddq_ua,24.5196,False
C_00021,LOT_000,24,iddq_ua,25.4089,False
C_00021,LOT_000,96,iddq_ua,24.9994,False
C_00021,LOT_000,168,iddq_ua,25.9397,False
C_00021,LOT_000,0,prop_delay_ns,4.7419,False
C_00021,LOT_000,24,prop_delay_ns,4.73,False
C_00021,LOT_000,96,prop_delay_ns,4.8878,False
C_00021,LOT_000,168,prop_delay_ns,5.0039,False
C_00022,LOT_000,0,leakage_ua,11.651,False
C_00022,LOT_000,24,leakage_ua,11.7553,False
C_00022,LOT_000,96,leakage_ua,12.2304,False
C_00022,LOT_000,168,leakage_ua,12.6808,False
C_00022,LOT_000,0,iddq_ua,22.1746,False
C_00022,LOT_000,24,iddq_ua,22.9006,False
C_00022,LOT_000,96,iddq_ua,24.3226,False
C_00022,LOT_000,168,iddq_ua,23.4138,False
C_00022,LOT_000,0,prop_delay_ns,5.321,False
C_00022,LOT_000,24,prop_delay_ns,5.349,False
C_00022,LOT_000,96,prop_delay_ns,5.3567,False
C_00022,LOT_000,168,prop_delay_ns,5.544,False
C_00023,LOT_000,0,leakage_ua,10.7179,False
C_00023,LOT_000,24,leakage_ua,11.1091,False
C_00023,LOT_000,96,leakage_ua,11.3156,False
C_00023,LOT_000,168,leakage_ua,11.8675,False
C_00023,LOT_000,0,iddq_ua,18.8934,False
C_00023,LOT_000,24,iddq_ua,20.1927,False
C_00023,LOT_000,96,iddq_ua,20.233,False
C_00023,LOT_000,168,iddq_ua,19.7573,False
C_00023,LOT_000,0,prop_delay_ns,4.6791,False
C_00023,LOT_000,24,prop_delay_ns,4.5167,False
C_00023,LOT_000,96,prop_delay_ns,4.4549,False
C_00023,LOT_000,168,prop_delay_ns,4.568,False
C_00024,LOT_000,0,leakage_ua,10.3418,False
C_00024,LOT_000,24,leakage_ua,10.4004,False
C_00024,LOT_000,96,leakage_ua,10.7056,False
C_00024,LOT_000,168,leakage_ua,10.6124,False
C_00024,LOT_000,0,iddq_ua,22.6493,False
C_00024,LOT_000,24,iddq_ua,24.068,False
C_00024,LOT_000,96,iddq_ua,23.8358,False
C_00024,LOT_000,168,iddq_ua,24.8958,False
C_00024,LOT_000,0,prop_delay_ns,4.7997,False
C_00024,LOT_000,24,prop_delay_ns,4.9747,False
C_00024,LOT_000,96,prop_delay_ns,4.8818,False
C_00024,LOT_000,168,prop_delay_ns,4.8996,False
C_00025,LOT_000,0,leakage_ua,10.5323,False
C_00025,LOT_000,24,leakage_ua,10.9801,False
C_00025,LOT_000,96,leakage_ua,10.3679,False
C_00025,LOT_000,168,leakage_ua,10.819,False
C_00025,LOT_000,0,iddq_ua,19.5956,False
C_00025,LOT_000,24,iddq_ua,19.7208,False
C_00025,LOT_000,96,iddq_ua,19.9431,False
C_00025,LOT_000,168,iddq_ua,20.213,False
C_00025,LOT_000,0,prop_delay_ns,4.6439,False
C_00025,LOT_000,24,prop_delay_ns,4.6963,False
C_00025,LOT_000,96,prop_delay_ns,4.7384,False
C_00025,LOT_000,168,prop_delay_ns,4.9518,False
C_00026,LOT_000,0,leakage_ua,9.9214,False
C_00026,LOT_000,24,leakage_ua,10.1223,False
C_00026,LOT_000,96,leakage_ua,10.4946,False
C_00026,LOT_000,168,leakage_ua,10.7344,False
C_00026,LOT_000,0,iddq_ua,22.2717,False
C_00026,LOT_000,24,iddq_ua,22.0426,False
C_00026,LOT_000,96,iddq_ua,22.0247,False
C_00026,LOT_000,168,iddq_ua,22.6884,False
C_00026,LOT_000,0,prop_delay_ns,4.9866,False
C_00026,LOT_000,24,prop_delay_ns,4.8918,False
C_00026,LOT_000,96,prop_delay_ns,5.0371,False
C_00026,LOT_000,168,prop_delay_ns,4.9038,False
C_00027,LOT_000,0,leakage_ua,10.6048,False
C_00027,LOT_000,24,leakage_ua,11.0558,False
C_00027,LOT_000,96,leakage_ua,11.5228,False
C_00027,LOT_000,168,leakage_ua,11.5595,False
C_00027,LOT_000,0,iddq_ua,22.4357,False
C_00027,LOT_000,24,iddq_ua,23.3536,False
C_00027,LOT_000,96,iddq_ua,24.4954,False
C_00027,LOT_000,168,iddq_ua,23.5555,False
C_00027,LOT_000,0,prop_delay_ns,4.9363,False
C_00027,LOT_000,24,prop_delay_ns,4.8719,False
C_00027,LOT_000,96,prop_delay_ns,5.0134,False
C_00027,LOT_000,168,prop_delay_ns,5.1828,False
C_00028,LOT_000,0,leakage_ua,10.9831,False
C_00028,LOT_000,24,leakage_ua,10.95,False
C_00028,LOT_000,96,leakage_ua,11.68,False
C_00028,LOT_000,168,leakage_ua,11.5169,False
C_00028,LOT_000,0,iddq_ua,21.2329,False
C_00028,LOT_000,24,iddq_ua,20.6009,False
C_00028,LOT_000,96,iddq_ua,21.8561,False
C_00028,LOT_000,168,iddq_ua,21.4137,False
C_00028,LOT_000,0,prop_delay_ns,4.8942,False
C_00028,LOT_000,24,prop_delay_ns,4.8711,False
C_00028,LOT_000,96,prop_delay_ns,5.1137,False
C_00028,LOT_000,168,prop_delay_ns,5.1019,False
C_00029,LOT_000,0,leakage_ua,11.3288,False
C_00029,LOT_000,24,leakage_ua,11.2634,False
C_00029,LOT_000,96,leakage_ua,11.725,False
C_00029,LOT_000,168,leakage_ua,11.6637,False
C_00029,LOT_000,0,iddq_ua,20.3099,False
C_00029,LOT_000,24,iddq_ua,22.3402,False
C_00029,LOT_000,96,iddq_ua,23.1163,False
C_00029,LOT_000,168,iddq_ua,22.1134,False
C_00029,LOT_000,0,prop_delay_ns,4.3187,False
C_00029,LOT_000,24,prop_delay_ns,4.2645,False
C_00029,LOT_000,96,prop_delay_ns,4.458,False
C_00029,LOT_000,168,prop_delay_ns,4.4907,False
C_00030,LOT_000,0,leakage_ua,10.7277,False
C_00030,LOT_000,24,leakage_ua,11.1216,False
C_00030,LOT_000,96,leakage_ua,11.8482,False
C_00030,LOT_000,168,leakage_ua,11.7721,False
C_00030,LOT_000,0,iddq_ua,22.0189,False
C_00030,LOT_000,24,iddq_ua,23.0271,False
C_00030,LOT_000,96,iddq_ua,22.0353,False
C_00030,LOT_000,168,iddq_ua,22.9427,False
C_00030,LOT_000,0,prop_delay_ns,5.1205,False
C_00030,LOT_000,24,prop_delay_ns,4.9944,False
C_00030,LOT_000,96,prop_delay_ns,4.9075,False
C_00030,LOT_000,168,prop_delay_ns,5.1149,False
C_00031,LOT_000,0,leakage_ua,9.8247,False
C_00031,LOT_000,24,leakage_ua,10.3968,False
C_00031,LOT_000,96,leakage_ua,10.4268,False
C_00031,LOT_000,168,leakage_ua,10.1911,False
C_00031,LOT_000,0,iddq_ua,22.307,False
C_00031,LOT_000,24,iddq_ua,23.5328,False
C_00031,LOT_000,96,iddq_ua,23.5973,False
C_00031,LOT_000,168,iddq_ua,24.7264,False
C_00031,LOT_000,0,prop_delay_ns,5.1111,False
C_00031,LOT_000,24,prop_delay_ns,5.1318,False
C_00031,LOT_000,96,prop_delay_ns,5.2671,False
C_00031,LOT_000,168,prop_delay_ns,5.1469,False
C_00032,LOT_000,0,leakage_ua,10.2132,False
C_00032,LOT_000,24,leakage_ua,10.4808,False
C_00032,LOT_000,96,leakage_ua,10.288,False
C_00032,LOT_000,168,leakage_ua,10.4483,False
C_00032,LOT_000,0,iddq_ua,21.2884,False
C_00032,LOT_000,24,iddq_ua,22.1101,False
C_00032,LOT_000,96,iddq_ua,22.3534,False
C_00032,LOT_000,168,iddq_ua,21.8214,False
C_00032,LOT_000,0,prop_delay_ns,4.7245,False
C_00032,LOT_000,24,prop_delay_ns,4.6236,False
C_00032,LOT_000,96,prop_delay_ns,4.5954,False
C_00032,LOT_000,168,prop_delay_ns,4.7211,False
C_00033,LOT_000,0,leakage_ua,9.7154,False
C_00033,LOT_000,24,leakage_ua,9.9893,False
C_00033,LOT_000,96,leakage_ua,10.0273,False
C_00033,LOT_000,168,leakage_ua,10.2946,False
C_00033,LOT_000,0,iddq_ua,20.0222,False
C_00033,LOT_000,24,iddq_ua,20.0837,False
C_00033,LOT_000,96,iddq_ua,21.2519,False
C_00033,LOT_000,168,iddq_ua,20.9948,False
C_00033,LOT_000,0,prop_delay_ns,4.3943,False
C_00033,LOT_000,24,prop_delay_ns,4.4959,False
C_00033,LOT_000,96,prop_delay_ns,4.6018,False
C_00033,LOT_000,168,prop_delay_ns,4.864,False
C_00034,LOT_000,0,leakage_ua,10.94,False
C_00034,LOT_000,24,leakage_ua,10.9653,False
C_00034,LOT_000,96,leakage_ua,11.2475,False
C_00034,LOT_000,168,leakage_ua,11.2222,False
C_00034,LOT_000,0,iddq_ua,22.6042,False
C_00034,LOT_000,24,iddq_ua,21.7434,False
C_00034,LOT_000,96,iddq_ua,21.727,False
C_00034,LOT_000,168,iddq_ua,23.353,False
C_00034,LOT_000,0,prop_delay_ns,5.2652,False
C_00034,LOT_000,24,prop_delay_ns,5.3816,False
C_00034,LOT_000,96,prop_delay_ns,5.5251,False
C_00034,LOT_000,168,prop_delay_ns,5.4325,False
C_00035,LOT_000,0,leakage_ua,9.611,False
C_00035,LOT_000,24,leakage_ua,10.3796,False
C_00035,LOT_000,96,leakage_ua,10.5958,False
C_00035,LOT_000,168,leakage_ua,10.6734,False
C_00035,LOT_000,0,iddq_ua,20.8541,False
C_00035,LOT_000,24,iddq_ua,21.4757,False
C_00035,LOT_000,96,iddq_ua,21.5672,False
C_00035,LOT_000,168,iddq_ua,21.8479,False
C_00035,LOT_000,0,prop_delay_ns,5.1012,False
C_00035,LOT_000,24,prop_delay_ns,5.0727,False
C_00035,LOT_000,96,prop_delay_ns,5.0654,False
C_00035,LOT_000,168,prop_delay_ns,5.4203,False
C_00036,LOT_000,0,leakage_ua,11.2137,False
C_00036,LOT_000,24,leakage_ua,11.4536,False
C_00036,LOT_000,96,leakage_ua,11.4785,False
C_00036,LOT_000,168,leakage_ua,12.054,False
C_00036,LOT_000,0,iddq_ua,21.9243,False
C_00036,LOT_000,24,iddq_ua,22.8784,False
C_00036,LOT_000,96,iddq_ua,22.6372,False
C_00036,LOT_000,168,iddq_ua,22.3563,False
C_00036,LOT_000,0,prop_delay_ns,4.8707,False
C_00036,LOT_000,24,prop_delay_ns,4.9978,False
C_00036,LOT_000,96,prop_delay_ns,5.0008,False
C_00036,LOT_000,168,prop_delay_ns,5.0006,False
C_00037,LOT_000,0,leakage_ua,10.8203,False
C_00037,LOT_000,24,leakage_ua,10.9105,False
C_00037,LOT_000,96,leakage_ua,11.0262,False
C_00037,LOT_000,168,leakage_ua,10.9107,False
C_00037,LOT_000,0,iddq_ua,20.9282,False
C_00037,LOT_000,24,iddq_ua,21.4484,False
C_00037,LOT_000,96,iddq_ua,21.5422,False
C_00037,LOT_000,168,iddq_ua,21.1483,False
C_00037,LOT_000,0,prop_delay_ns,4.5207,False
C_00037,LOT_000,24,prop_delay_ns,4.5149,False
C_00037,LOT_000,96,prop_delay_ns,4.6416,False
C_00037,LOT_000,168,prop_delay_ns,4.614,False
C_00038,LOT_000,0,leakage_ua,10.6171,False
C_00038,LOT_000,24,leakage_ua,10.4662,False
C_00038,LOT_000,96,leakage_ua,10.8413,False
C_00038,LOT_000,168,leakage_ua,11.4272,False
C_00038,LOT_000,0,iddq_ua,20.3663,False
C_00038,LOT_000,24,iddq_ua,20.4744,False
C_00038,LOT_000,96,iddq_ua,20.5427,False
C_00038,LOT_000,168,iddq_ua,21.1734,False
C_00038,LOT_000,0,prop_delay_ns,4.0257,False
C_00038,LOT_000,24,prop_delay_ns,4.1188,False
C_00038,LOT_000,96,prop_delay_ns,4.145,False
C_00038,LOT_000,168,prop_delay_ns,4.1792,False
C_00039,LOT_000,0,leakage_ua,11.6822,False
C_00039,LOT_000,24,leakage_ua,11.5802,False
C_00039,LOT_000,96,leakage_ua,12.477,False
C_00039,LOT_000,168,leakage_ua,12.4516,False
C_00039,LOT_000,0,iddq_ua,22.4276,False
C_00039,LOT_000,24,iddq_ua,21.993,False
C_00039,LOT_000,96,iddq_ua,23.0357,False
C_00039,LOT_000,168,iddq_ua,22.6573,False
C_00039,LOT_000,0,prop_delay_ns,4.7876,False
C_00039,LOT_000,24,prop_delay_ns,4.8026,False
C_00039,LOT_000,96,prop_delay_ns,4.9061,False
C_00039,LOT_000,168,prop_delay_ns,4.9729,False
C_00040,LOT_000,0,leakage_ua,10.7676,False
C_00040,LOT_000,24,leakage_ua,10.9058,False
C_00040,LOT_000,96,leakage_ua,10.9101,False
C_00040,LOT_000,168,leakage_ua,11.3703,False
C_00040,LOT_000,0,iddq_ua,20.0993,False
C_00040,LOT_000,24,iddq_ua,20.4051,False
C_00040,LOT_000,96,iddq_ua,20.0972,False
C_00040,LOT_000,168,iddq_ua,20.9383,False
C_00040,LOT_000,0,prop_delay_ns,4.9226,False
C_00040,LOT_000,24,prop_delay_ns,4.9205,False
C_00040,LOT_000,96,prop_delay_ns,4.9656,False
C_00040,LOT_000,168,prop_delay_ns,4.9999,False
C_00041,LOT_001,0,leakage_ua,9.8382,False
C_00041,LOT_001,24,leakage_ua,9.9702,False
C_00041,LOT_001,96,leakage_ua,10.138,False
C_00041,LOT_001,168,leakage_ua,10.3377,False
C_00041,LOT_001,0,iddq_ua,26.8509,False
C_00041,LOT_001,24,iddq_ua,27.967,False
C_00041,LOT_001,96,iddq_ua,27.3209,False
C_00041,LOT_001,168,iddq_ua,28.6842,False
C_00041,LOT_001,0,prop_delay_ns,3.8752,False
C_00041,LOT_001,24,prop_delay_ns,4.0998,False
C_00041,LOT_001,96,prop_delay_ns,3.9378,False
C_00041,LOT_001,168,prop_delay_ns,3.8673,False
C_00042,LOT_001,0,leakage_ua,9.7142,False
C_00042,LOT_001,24,leakage_ua,9.6191,False
C_00042,LOT_001,96,leakage_ua,10.1635,False
C_00042,LOT_001,168,leakage_ua,10.3843,False
C_00042,LOT_001,0,iddq_ua,29.1048,False
C_00042,LOT_001,24,iddq_ua,30.3851,False
C_00042,LOT_001,96,iddq_ua,30.4505,False
C_00042,LOT_001,168,iddq_ua,31.319,False
C_00042,LOT_001,0,prop_delay_ns,3.7535,False
C_00042,LOT_001,24,prop_delay_ns,3.8118,False
C_00042,LOT_001,96,prop_delay_ns,3.7807,False
C_00042,LOT_001,168,prop_delay_ns,3.816,False
C_00043,LOT_001,0,leakage_ua,10.6123,False
C_00043,LOT_001,24,leakage_ua,11.0003,False
