component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns,lot_mean_168h_iddq_ua,lot_std_168h_iddq_ua,zscore_168h_iddq_ua,flag_zscore_iddq_ua,iqr_lower_iddq_ua,iqr_upper_iddq_ua,flag_iqr_iddq_ua,lot_mean_168h_leakage_ua,lot_std_168h_leakage_ua,zscore_168h_leakage_ua,flag_zscore_leakage_ua,iqr_lower_leakage_ua,iqr_upper_leakage_ua,flag_iqr_leakage_ua,lot_mean_168h_prop_delay_ns,lot_std_168h_prop_delay_ns,zscore_168h_prop_delay_ns,flag_zscore_prop_delay_ns,iqr_lower_prop_delay_ns,iqr_upper_prop_delay_ns,flag_iqr_prop_delay_ns,if_score,flag_isoforest,flag_param_iddq_ua,flag_param_leakage_ua,flag_param_prop_delay_ns,flag_module_a,triggered_parameters,anomaly_score,flag_module_b,predicted_168h_iddq_ua,predicted_slope_iddq_ua,flag_param_b_iddq_ua,predicted_168h_leakage_ua,predicted_slope_leakage_ua,flag_param_b_leakage_ua,predicted_168h_prop_delay_ns,predicted_slope_prop_delay_ns,flag_param_b_prop_delay_ns,final_flag,explanation,triggered_parameters_all
C_00011,LOT_000,False,20.8548,20.6383,21.0532,21.0397,11.1954,11.5358,11.9676,12.3433,5.0852,4.7723,4.8279,5.1437,23.76418,4.67936166259174,-0.5822332609552994,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.08749030561614,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.10941953766805441,False,4.142325,5.921450000000001,False,0.2571844403577379,False,False,False,False,False,,17.0,False,21.292643,0.0045440457873874174,False,11.928409,0.0027264487690395775,False,4.9956446,0.0015510039541456406,False,False,No issues detected.,
C_00012,LOT_000,False,21.8335,22.5284,22.7373,23.1134,9.9702,9.569,9.9076,10.2544,4.7565,4.813,4.8531,4.903,23.76418,4.67936166259174,-0.13907452488713087,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.3806567561034781,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.34208104576611753,False,4.142325,5.921450000000001,False,0.283279277823055,False,False,False,False,False,,14.0,False,22.983019,0.003157075521681035,False,10.112098,0.0037715120845370764,False,4.927902,0.0007979320949978318,False,False,No issues detected.,
C_00013,LOT_000,False,22.6258,24.1547,24.2643,23.7583,10.8949,10.7956,10.7957,10.9076,4.7386,4.7923,4.8427,4.9331,23.76418,4.67936166259174,-0.0012565816502297206,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.2889834709015396,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.3129862747077391,False,4.142325,5.921450000000001,False,0.28939915606345834,False,False,False,False,False,,13.1,False,23.806398,-0.002418761168585871,False,11.322849,0.0036614532894558354,False,4.951009,0.0011021444214714899,False,False,No issues detected.,
C_00014,LOT_000,False,23.9891,24.261,23.9536,24.4184,8.8213,8.8334,8.7974,9.3214,5.4124,5.3761,5.5896,5.5123,23.76418,4.67936166259174,0.13980966789338706,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.5115985428355795,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,0.24687058233587536,False,4.142325,5.921450000000001,False,0.1135490029486288,False,False,False,False,False,,23.6,False,24.438234,0.0012307939529418999,False,9.301057,0.003247617096371126,False,5.456731,0.0005599364068773051,False,False,No issues detected.,
C_00015,LOT_000,False,23.7599,22.9924,24.0705,23.8094,10.3827,10.098,10.7481,10.7419,4.6863,4.7074,4.8994,4.8549,23.76418,4.67936166259174,0.009663711262479049,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.3122386199492452,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.38857468323814404,False,4.142325,5.921450000000001,False,0.2793074184193486,False,False,False,False,False,,14.3,False,23.789213,0.005533424864874946,False,10.747017,0.00450706185234917,False,4.857627,0.0010432424651251912,False,False,No issues detected.,
C_00016,LOT_000,False,24.2855,23.3762,25.0043,24.5829,10.0758,10.8834,11.2496,11.6395,5.2646,5.2094,5.2656,5.3144,23.76418,4.67936166259174,0.17496403548909228,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.1862650424886511,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,0.05557971215470974,False,4.142325,5.921450000000001,False,0.22948298268999823,False,False,False,False,False,,15.1,False,24.481857,0.007678175693088102,False,11.282528,0.0027717216915554474,False,5.401038,0.001330820624033613,False,False,No issues detected.,
C_00017,LOT_000,False,21.2569,21.0775,21.831,21.7729,10.4793,10.1978,10.6159,11.1191,5.1319,4.9899,5.4402,5.2908,23.76418,4.67936166259174,-0.42554522252872784,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.25930052567770323,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,0.03276786507903755,False,4.142325,5.921450000000001,False,0.286423834996438,False,False,False,False,False,,14.2,False,21.941422,0.005999454922146263,False,10.84032,0.0044619418991936515,False,5.219899,0.0015972165107727082,False,False,No issues detected.,
C_00018,LOT_000,True,22.2669,26.7993,32.9346,36.9735,10.8221,13.9774,19.0153,22.6772,4.9984,5.71,7.2705,8.5196,23.76418,4.67936166259174,2.822889306804255,False,16.518725000000003,28.605974999999997,True,12.966695000000001,7.125303719192858,1.3628198014694575,False,7.945874999999997,14.559625000000002,True,5.2569,1.0345501581574428,3.1537378582116724,True,4.142325,5.921450000000001,True,0.040751206563299,False,True,True,True,True,"iddq_ua,leakage_ua,prop_delay_ns",49.2,True,36.81148,0.06952903802659777,True,21.87555,0.05484825914171007,True,8.443469,0.018982423941294353,True,True,"[Module B - Iddq (standby current)] The strongest driver was delta_24h_iddq_ua (4.532), which pushed the predicted 168h value up by 6.71uA relative to baseline. [Module B - leakage current] The strongest driver was delta_24h_leakage_ua (3.155), which pushed the predicted 168h value up by 6.66uA relative to baseline. [Module A - propagation delay] Flagged because 168h propagation delay is 3.2sigma from its lot's mean (8.52ns vs lot mean 5.26ns); and 168h propagation delay (8.52ns) falls outside the lot's normal IQR range [4.14, 5.92]ns. [Module B - propagation delay] The strongest driver was Value_24h_prop_delay_ns (5.710), which pushed the predicted 168h value up by 1.97ns relative to baseline. [Module A - Iddq (standby current)] Flagged because 168h Iddq (standby current) (36.97uA) falls outside the lot's normal IQR range [16.52, 28.61]uA. [Module A - leakage current] Flagged because 168h leakage current (22.68uA) falls outside the lot's normal IQR range [7.95, 14.56]uA.","Iddq (standby current), leakage current, propagation delay"
C_00019,LOT_000,False,20.233,19.906,20.2009,20.6267,10.097,10.4638,10.1729,10.5283,5.2856,5.472,5.3973,5.3463,23.76418,4.67936166259174,-0.6704931625785591,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.34221628945189986,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,0.08641436985445325,False,4.142325,5.921450000000001,False,0.21235328890155097,False,False,False,False,False,,20.0,False,20.817335,0.006328716172112368,False,10.886527,0.002935604593488899,False,5.4684534,-2.462911605835252e-05,False,False,No issues detected.,
C_00020,LOT_000,False,19.7628,21.1516,20.8307,21.0716,9.5967,9.871,9.4468,9.9059,4.573,4.6482,4.7011,4.8292,23.76418,4.67936166259174,-0.5754160917984422,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.42956695189783745,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.41341639806207475,False,4.142325,5.921450000000001,False,0.23004490834766012,False,False,False,False,False,,18.3,False,21.142124,-6.580433315699846e-05,False,10.302356,0.0029955261548360156,False,4.8027096,0.001072983190748426,False,False,No issues detected.,
C_00021,LOT_000,False,24.5196,25.4089,24.9994,25.9397,9.6577,9.7475,10.0152,10.3849,4.7419,4.73,4.8878,5.0039,23.76418,4.67936166259174,0.4649181142359174,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.362341747348345,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.2445507334807225,False,4.142325,5.921450000000001,False,0.19270067985751477,False,False,False,False,False,,19.2,False,25.911736,0.003491913435194233,False,10.175229,0.0029703407817416685,False,4.8756223,0.0010112657811906572,False,False,No issues detected.,
C_00022,LOT_000,False,22.1746,22.9006,24.3226,23.4138,11.651,11.7553,12.2304,12.6808,5.321,5.349,5.3567,5.544,23.76418,4.67936166259174,-0.0748777344570408,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.040123903663209386,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,0.27751191929768904,False,4.142325,5.921450000000001,False,0.20254472647487304,False,False,False,False,False,,17.2,False,23.480028,0.0040238066143459695,False,12.241294,0.0033749576886494947,False,5.4576993,0.0007548562420739054,False,False,No issues detected.,
C_00023,LOT_000,False,18.8934,20.1927,20.233,19.7573,10.7179,11.1091,11.3156,11.8675,4.6791,4.5167,4.4549,4.568,23.76418,4.67936166259174,-0.8562877351482006,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.1542664065026714,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.6658932817979041,False,4.142325,5.921450000000001,False,0.20369919704010742,False,False,False,False,False,,22.0,False,20.155764,-0.000256502596537262,False,11.590723,0.003344604428609214,False,4.6864715,0.0011789684878455258,False,False,No issues detected.,
C_00024,LOT_000,False,22.6493,24.068,23.8358,24.8958,10.3418,10.4004,10.7056,10.6124,4.7997,4.9747,4.8818,4.8996,23.76418,4.67936166259174,0.24183213044773197,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.33041328380970303,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.34536749831091695,False,4.142325,5.921450000000001,False,0.2830250492305114,False,False,False,False,False,,13.7,False,23.806398,-0.0018166778352525597,False,10.762839,0.002516939703623458,False,5.00308,0.00019708257781134473,False,False,No issues detected.,
C_00025,LOT_000,False,19.5956,19.7208,19.9431,20.213,10.5323,10.9801,10.3679,10.819,4.6439,4.6963,4.7384,4.9518,23.76418,4.67936166259174,-0.7589026572554173,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.3014180285697755,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.29491078571133705,False,4.142325,5.921450000000001,False,0.23992541389511535,False,False,False,False,False,,19.3,False,20.386602,0.0046236277898152635,False,11.318283,0.0023484936184353287,False,4.8877716,0.001329663933648004,False,False,No issues detected.,
C_00026,LOT_000,False,22.2717,22.0426,22.0247,22.6884,9.9214,10.1223,10.4946,10.7344,4.9866,4.8918,5.0371,4.9038,23.76418,4.67936166259174,-0.22989887885779706,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.3132912066593101,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.34130776281439906,False,4.142325,5.921450000000001,False,0.3006199802610759,False,False,False,False,False,,12.8,False,22.748571,0.0049025791380140505,False,10.629156,0.003519834115770134,False,5.080595,0.0013110765033298073,False,False,No issues detected.,
C_00027,LOT_000,False,22.4357,23.3536,24.4954,23.5555,10.6048,11.0558,11.5228,11.5595,4.9363,4.8719,5.0134,5.1828,23.76418,4.67936166259174,-0.04459582632140904,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.1974926340626791,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.07162533340285152,False,4.142325,5.921450000000001,False,0.29583764976145704,False,False,False,False,False,,11.9,False,23.491573,0.0009581481509738489,False,11.425019,0.0025640226682027206,False,5.0613637,0.0013157201184166795,False,False,No issues detected.,
C_00028,LOT_000,False,21.2329,20.6009,21.8561,21.4137,10.9831,10.95,11.68,11.5169,4.8942,4.8711,5.1137,5.1019,23.76418,4.67936166259174,-0.5023078294611129,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.20347132657584904,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.14982357189530449,False,4.142325,5.921450000000001,False,0.29910760136598574,False,False,False,False,False,,14.2,False,21.720709,0.007776450326707633,False,11.3981285,0.0031120035383436465,False,5.0566096,0.0012882613235049762,False,False,No issues detected.,
C_00029,LOT_000,False,20.3099,22.3402,23.1163,22.1134,11.3288,11.2634,11.725,11.6637,4.3187,4.2645,4.458,4.4907,23.76418,4.67936166259174,-0.3527788871710527,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.18286869603750758,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.7406117470076261,False,4.142325,5.921450000000001,False,0.20013942369555338,False,False,False,False,False,,21.2,False,22.505005,0.0011444783528645876,False,11.7564125,0.0034236979590521865,False,4.432847,0.001169076548682319,False,False,No issues detected.,
C_00030,LOT_000,False,22.0189,23.0271,22.0353,22.9427,10.7277,11.1216,11.8482,11.7721,5.1205,4.9944,4.9075,5.1149,23.76418,4.67936166259174,-0.17555385952899635,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.16765530945469972,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.13725772392989197,False,4.142325,5.921450000000001,False,0.2983420868455351,False,False,False,False,False,,11.5,False,23.262808,0.0016368600421481608,False,11.590723,0.003257798873053651,False,5.208444,0.0014864174895816398,False,False,No issues detected.,
C_00031,LOT_000,False,22.307,23.5328,23.5973,24.7264,9.8247,10.3968,10.4268,10.1911,5.1111,5.1318,5.2671,5.1469,23.76418,4.67936166259174,0.20563061147683573,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.3895405879364277,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.10632640586118396,False,4.142325,5.921450000000001,False,0.26648265716306097,False,False,False,False,False,,14.9,False,23.790037,0.0017863691329955936,False,10.761052,0.0025295286920335508,False,5.3190713,0.00130049508942498,False,False,No issues detected.,
C_00032,LOT_000,False,21.2884,22.1101,22.3534,21.8214,10.2132,10.4808,10.288,10.4483,4.7245,4.6236,4.5954,4.7211,23.76418,4.67936166259174,-0.41518056095795747,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.35344388102592783,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.5179062569129291,False,4.142325,5.921450000000001,False,0.29665531350678903,False,False,False,False,False,,14.5,False,22.420126,0.0021529580646091093,False,10.82123,0.0023640967686971003,False,4.7645264,0.0009786553276909743,False,False,No issues detected.,
C_00033,LOT_000,False,20.0222,20.0837,21.2519,20.9948,9.7154,9.9893,10.0273,10.2946,4.3943,4.4959,4.6018,4.864,23.76418,4.67936166259174,-0.591828586821847,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.37501489133752897,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.3797785896623551,False,4.142325,5.921450000000001,False,0.23240528312874892,False,False,False,False,False,,18.3,False,20.84997,0.005321318499247231,False,10.315095,0.002262464915381537,False,4.6932926,0.0013707820680406374,False,False,No issues detected.,
C_00034,LOT_000,False,22.6042,21.7434,21.727,23.353,10.94,10.9653,11.2475,11.2222,5.2652,5.3816,5.5251,5.4325,23.76418,4.67936166259174,-0.08787095968390257,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.24483096703667448,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,0.16973560790203518,False,4.142325,5.921450000000001,False,0.26153477773772055,False,False,False,False,False,,14.0,False,22.75646,0.007035140207078714,False,11.3981285,0.0030057535383436473,False,5.4341774,0.00036512082417806187,False,False,No issues detected.,
C_00035,LOT_000,False,20.8541,21.4757,21.5672,21.8479,9.611,10.3796,10.5958,10.6734,5.1012,5.0727,5.0654,5.4203,23.76418,4.67936166259174,-0.4095173953574338,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.32185224523450645,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,0.1579430428883403,False,4.142325,5.921450000000001,False,0.27221275494924113,False,False,False,False,False,,14.8,False,21.57266,0.000673336431715225,False,10.829384,0.0031234989590115023,False,5.2870283,0.001488391060299342,False,False,No issues detected.,
C_00036,LOT_000,False,21.9243,22.8784,22.6372,22.3563,11.2137,11.4536,11.4785,12.054,4.8707,4.9978,5.0008,5.0006,23.76418,4.67936166259174,-0.3008700975722876,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.12809208364571856,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.24774052565655746,False,4.142325,5.921450000000001,False,0.28960416105987996,False,False,False,False,False,,13.0,False,22.979456,0.0007017774158053985,False,12.039871,0.004071327887641061,False,5.0246587,0.00018651861084832225,False,False,No issues detected.,
C_00037,LOT_000,False,20.9282,21.4484,21.5422,21.1483,10.8203,10.9105,11.0262,10.9107,4.5207,4.5149,4.6416,4.614,23.76418,4.67936166259174,-0.5590249672112656,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.288548401728046,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-0.6214295120741361,False,4.142325,5.921450000000001,False,0.2826190582966498,False,False,False,False,False,,16.0,False,21.57266,0.0008629197650485606,False,11.348519,0.0030418008698357424,False,4.7046733,0.0013178700711992059,False,False,No issues detected.,
C_00038,LOT_000,False,20.3663,20.4744,20.5427,21.1734,10.6171,10.4662,10.8413,11.4272,4.0257,4.1188,4.145,4.1792,23.76418,4.67936166259174,-0.5536609877179388,False,16.518725000000003,28.605974999999997,False,12.966695000000001,7.125303719192858,-0.216060263628228,False,7.945874999999997,14.559625000000002,False,5.2569,1.0345501581574428,-1.0417087963327059,False,4.142325,5.921450000000001,False,0.16923295103874003,False,False,False,False,False,,25.2,False,21.219545,0.005174620585971413,False,11.001642,0.003718348799811465,False,4.232119,0.0007869380791981998,False,False,No issues detected.,
